Data As Of,Start Date,End Date,Group,Year,Month,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
2/13/22,1/1/22,1/31/22,By Month,2022,1,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,2/1/22,2/12/22,By Month,2022,2,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,0,0,
2/13/22,1/1/20,1/31/20,By Month,2020,1,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,2/1/20,2/29/20,By Month,2020,2,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,3/1/20,3/31/20,By Month,2020,3,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,4/1/20,4/30/20,By Month,2020,4,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,5/1/20,5/31/20,By Month,2020,5,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,6/1/20,6/30/20,By Month,2020,6,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,7/1/20,7/31/20,By Month,2020,7,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,8/1/20,8/31/20,By Month,2020,8,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,9/1/20,9/30/20,By Month,2020,9,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,10/1/20,10/31/20,By Month,2020,10,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,11/1/20,11/30/20,By Month,2020,11,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,12/1/20,12/31/20,By Month,2020,12,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,1/1/21,1/31/21,By Month,2021,1,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,2/1/21,2/28/21,By Month,2021,2,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,3/1/21,3/31/21,By Month,2021,3,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,4/1/21,4/30/21,By Month,2021,4,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,5/1/21,5/31/21,By Month,2021,5,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,6/1/21,6/30/21,By Month,2021,6,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,7/1/21,7/31/21,By Month,2021,7,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,8/1/21,8/31/21,By Month,2021,8,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,9/1/21,9/30/21,By Month,2021,9,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,10/1/21,10/31/21,By Month,2021,10,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,11/1/21,11/30/21,By Month,2021,11,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,12/1/21,12/31/21,By Month,2021,12,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,1/1/22,1/31/22,By Month,2022,1,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,2/1/22,2/12/22,By Month,2022,2,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
2/13/22,1/1/20,1/31/20,By Month,2020,1,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,0,0,
2/13/22,2/1/20,2/29/20,By Month,2020,2,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,0,0,
2/13/22,3/1/20,3/31/20,By Month,2020,3,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,4/1/20,4/30/20,By Month,2020,4,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,13,14,
2/13/22,5/1/20,5/31/20,By Month,2020,5,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,28,29,
2/13/22,6/1/20,6/30/20,By Month,2020,6,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,25,28,
2/13/22,7/1/20,7/31/20,By Month,2020,7,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,31,32,
2/13/22,8/1/20,8/31/20,By Month,2020,8,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,25,25,
2/13/22,9/1/20,9/30/20,By Month,2020,9,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,41,41,
2/13/22,10/1/20,10/31/20,By Month,2020,10,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,37,38,
2/13/22,11/1/20,11/30/20,By Month,2020,11,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,56,56,
2/13/22,12/1/20,12/31/20,By Month,2020,12,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,92,97,
2/13/22,1/1/21,1/31/21,By Month,2021,1,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,167,172,
2/13/22,2/1/21,2/28/21,By Month,2021,2,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,79,82,
2/13/22,3/1/21,3/31/21,By Month,2021,3,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,36,40,
2/13/22,4/1/21,4/30/21,By Month,2021,4,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,30,33,
2/13/22,5/1/21,5/31/21,By Month,2021,5,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,32,36,
2/13/22,6/1/21,6/30/21,By Month,2021,6,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,22,29,
2/13/22,7/1/21,7/31/21,By Month,2021,7,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,17,17,
2/13/22,8/1/21,8/31/21,By Month,2021,8,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,63,68,
2/13/22,9/1/21,9/30/21,By Month,2021,9,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,126,138,
2/13/22,10/1/21,10/31/21,By Month,2021,10,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,97,101,
2/13/22,11/1/21,11/30/21,By Month,2021,11,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,41,46,
2/13/22,12/1/21,12/31/21,By Month,2021,12,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,33,36,
2/13/22,1/1/22,1/31/22,By Month,2022,1,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,34,36,
2/13/22,2/1/22,2/12/22,By Month,2022,2,North Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,0,0,
2/13/22,1/1/20,1/31/20,By Month,2020,1,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,2/1/20,2/29/20,By Month,2020,2,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,3/1/20,3/31/20,By Month,2020,3,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,4/1/20,4/30/20,By Month,2020,4,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,5/1/20,5/31/20,By Month,2020,5,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,6/1/20,6/30/20,By Month,2020,6,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,7/1/20,7/31/20,By Month,2020,7,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,8/1/20,8/31/20,By Month,2020,8,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,9/1/20,9/30/20,By Month,2020,9,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,10/1/20,10/31/20,By Month,2020,10,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,11/1/20,11/30/20,By Month,2020,11,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,12/1/20,12/31/20,By Month,2020,12,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,1/1/21,1/31/21,By Month,2021,1,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,2/1/21,2/28/21,By Month,2021,2,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,3/1/21,3/31/21,By Month,2021,3,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,4/1/21,4/30/21,By Month,2021,4,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,5/1/21,5/31/21,By Month,2021,5,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,6/1/21,6/30/21,By Month,2021,6,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,7/1/21,7/31/21,By Month,2021,7,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,8/1/21,8/31/21,By Month,2021,8,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,9/1/21,9/30/21,By Month,2021,9,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,10/1/21,10/31/21,By Month,2021,10,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,11/1/21,11/30/21,By Month,2021,11,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,12/1/21,12/31/21,By Month,2021,12,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,1/1/22,1/31/22,By Month,2022,1,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,2/1/22,2/12/22,By Month,2022,2,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
2/13/22,1/1/20,1/31/20,By Month,2020,1,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0,0,
2/13/22,2/1/20,2/29/20,By Month,2020,2,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0,0,
2/13/22,3/1/20,3/31/20,By Month,2020,3,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0,0,
2/13/22,4/1/20,4/30/20,By Month,2020,4,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,5/1/20,5/31/20,By Month,2020,5,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0,0,
2/13/22,6/1/20,6/30/20,By Month,2020,6,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0,0,
2/13/22,7/1/20,7/31/20,By Month,2020,7,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,8/1/20,8/31/20,By Month,2020,8,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,9/1/20,9/30/20,By Month,2020,9,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0,0,
2/13/22,10/1/20,10/31/20,By Month,2020,10,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,11/1/20,11/30/20,By Month,2020,11,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0,0,
2/13/22,12/1/20,12/31/20,By Month,2020,12,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2/13/22,1/1/21,1/31/21,By Month,2021,1,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0,0,
2/13/22,2/1/21,2/28/21,By Month,2021,2,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0,0,
2/13/22,3/1/21,3/31/21,By Month,2021,3,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0,0,
2/13/22,4/1/21,4/30/21,By Month,2021,4,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0,0,
2/13/22,5/1/21,5/31/21,By Month,2021,5,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0,0,
2/13/22,6/1/21,6/30/21,By Month,2021,6,North Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0,0,
